state_pcode,state_name,lga_pcode,lga_name,ward_pcode,ward_name,estimate_hh_Ward,estimate_Ind_Ward,location_type,Location name,SSID,Year,state_orig,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011103,GWANI / SHINGA / WADE,33,220,Host Community,,,2014,BORNO,DAMBOA,1,33,220,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011104,HINNA,28,197,Host Community,,,2014,BORNO,GWOZA,1,28,197,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011105,JAGALI NORTH,28,160,Host Community,,,2014,BORNO,BAMA,1,28,160,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011106,JAGALI SOUTH,38,250,Host Community,,,2014,BORNO,GWOZA,1,38,250,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011107,KANAWA / WAJARI,23,206,Host Community,,,2014,BORNO,GWOZA,1,23,206,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011108,KURI /LANO / LAMBAM,45,300,Host Community,,,2014,BORNO,GWOZA,1,45,300,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011109,KWADON / LIJI / KURBA,161,740,Host Community,,,2014,BORNO,BAMA,1,161,740,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011111,ZAMBUL / KWALI,20,180,Host Community,,,2014,BORNO,BAMA,1,20,180,2,,,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001109,DOGON DAWA,49,316,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,49,316,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001104,GAYAM,219,2131,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,219,2131,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001107,KAKANGI,21,154,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,21,154,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001106,KAZAGE,66,592,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,66,592,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001110,KUTEMESI,79,624,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,79,624,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001105,KUYELO,264,1289,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,264,1289,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001101,MAGAJIN GARI I,41,348,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,41,348,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001102,MAGAJIN GARI II,34,235,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,34,235,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001103,MAGAJIN GARI III,84,596,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,84,596,2,,
NGA019,KADUNA,NGA019001,BIRNIN GWARI,NGA019001108,TABANNI,152,1253,Host Community,,,2014,KADUNA,BIRNIN GWARI,2,,,1,152,1253,2,,
NGA019,KADUNA,NGA019002,CHIKUN,NGA019002207,NARAYI,32,163,Host Community,,,2014,BORNO,BIU,1,32,163,2,,,2,,
NGA019,KADUNA,NGA019002,CHIKUN,NGA019002208,NASARAWA,2,7,Host Community,,,2014,ADAMAWA,MICHIKA,1,2,7,2,,,2,,
NGA019,KADUNA,NGA019002,CHIKUN,NGA019002210,SABON TASHA,1,2,Host Community,,,2014,ADAMAWA,GANYE,1,1,2,2,,,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003305,DANMAHAWAYI,3,20,Host Community,,,2015,KADUNA,GIWA,2,,,2,,,1,3,20
NGA019,KADUNA,NGA019003,GIWA,NGA019003309,GALADIMAWA,105,1035,Host Community,,,2015,KADUNA,GIWA,2,,,1,105,1035,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003303,GANGARA,2,15,Host Community,,,2014,BORNO,GWOZA,1,2,15,2,,,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003307,IDASU,5,63,Host Community,,,2015,KADUNA,GIWA,2,,,2,,,1,5,63
NGA019,KADUNA,NGA019003,GIWA,NGA019003310,KADAGE,55,256,Host Community,,,2015,KADUNA,GIWA,2,,,1,55,256,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003302,KAKANGI,22,250,Host Community,,,2014,KADUNA,GIWA,1,2,25,1,20,225,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003308,KIDANDAN,120,841,Host Community,,,2015,KADUNA,GIWA,2,,,1,120,841,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003311,PAN HAUYA,5,20,Host Community,,,2015,KADUNA,GIWA,2,,,1,5,20,2,,
NGA019,KADUNA,NGA019003,GIWA,NGA019003306,YAKAWADA,4,34,Host Community,,,2015,KADUNA,GIWA,2,,,2,,,1,4,34
NGA019,KADUNA,NGA019004,IGABI,NGA019004411,GADAN GAYAN,24,254,Host Community,,,2014,KADUNA,IGABI,1,8,61,2,,,1,16,193
NGA019,KADUNA,NGA019004,IGABI,NGA019004405,IGABI,28,252,Host Community,,,2015,KADUNA,IGABI,2,,,2,,,1,28,252
NGA019,KADUNA,NGA019004,IGABI,NGA019004410,KWARAU,15,159,Host Community,,,2014,BORNO,GWOZA,1,15,159,2,,,2,,
NGA019,KADUNA,NGA019004,IGABI,NGA019004406,RIGACHIKUN,20,181,Host Community,,,2014,BORNO,GWOZA,1,20,181,2,,,2,,
NGA019,KADUNA,NGA019004,IGABI,NGA019004412,RIGASA,30,295,Host Community,,,2014,BORNO,GWOZA,1,30,295,2,,,2,,
NGA019,KADUNA,NGA019005,IKARA,NGA019005501,IKARA,5,27,Host Community,,,2014,BORNO,GWOZA,1,5,27,2,,,2,,
NGA019,KADUNA,NGA019005,IKARA,NGA019005502,JANFALA,5,28,Host Community,,,2012,BORNO,GWOZA,1,5,28,2,,,2,,
NGA019,KADUNA,NGA019005,IKARA,NGA019005503,K/KOGI,12,70,Host Community,,,2015,KADUNA,IKARA,2,,,2,,,1,12,70
NGA019,KADUNA,NGA019005,IKARA,NGA019005509,PAKI,6,81,Host Community,,,2014,BORNO,ABADAM,1,6,81,2,,,2,,
NGA019,KADUNA,NGA019005,IKARA,NGA019005505,PALA,16,75,Host Community,,,2014,BORNO,GWOZA,1,16,75,2,,,2,,
NGA019,KADUNA,NGA019005,IKARA,NGA019005506,SAYA-SAYA,15,81,Host Community,,,2012,BORNO,KUKAWA,1,15,81,2,,,2,,
NGA019,KADUNA,NGA019006,JABA,NGA019006610,FAI,10,78,Host Community,,,2015,KADUNA,JABA,2,,,2,,,1,10,78
NGA019,KADUNA,NGA019006,JABA,NGA019006604,SABCHEM,29,150,Host Community,,,2011,KADUNA,JABA,2,,,1,13,68,1,16,82
NGA019,KADUNA,NGA019006,JABA,NGA019006602,SAMBAM,46,283,Host Community,,,2014,KADUNA,JABA,2,,,1,18,124,1,28,159
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007709,ASSO,1,9,Host Community,,,2015,BORNO,GWOZA,1,1,9,2,,,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007708,ATUKU,16,121,Host Community,,,2012,PLATEAU,RIYOM,2,,,1,16,121,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007710,BEDDE,17,107,Host Community,,,2011,KADUNA,JABA,1,1,3,1,16,104,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007707,GIDAN WAYA,174,1441,Host Community,,,2012,KADUNA,KAURA,2,,,1,174,1441,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007706,GODOGODO,4,20,Host Community,,,2012,BAUCHI,TAFAWA BALEWA,1,3,16,1,1,4,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007705,JAGINDI,165,1467,Host Community,,,2011,KADUNA,KAURA,2,,,1,165,1467,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007701,KAFANCHAN 'A',69,616,Host Community,,,2011,KADUNA,JEMA'A,1,2,14,1,67,602,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007702,KAFANCHAN 'B',90,740,Host Community,,,2011,KADUNA,JEMA'A,1,1,3,1,89,737,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007704,KANINKON,99,1067,Host Community,,,2011,KADUNA,JEMA'A,1,2,11,1,97,1056,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007703,MAIGIZO 'A',10,42,Host Community,,,2011,BORNO,MAIDUGURI M. C.,1,7,27,1,3,15,2,,
NGA019,KADUNA,NGA019007,JEMA'A,NGA019007712,TAKAU 'B',11,50,Host Community,,,2011,KADUNA,JEMA'A,1,1,7,1,10,43,2,,
NGA019,KADUNA,NGA019008,KACHIA,NGA019008801,AGUNU,160,914,Host Community,,,2011,KADUNA,KACHIA,2,,,1,160,914,2,,
NGA019,KADUNA,NGA019008,KACHIA,NGA019008804,GUMEL,35,310,Host Community,,,2011,KADUNA,KACHIA,2,,,1,35,310,2,,
NGA019,KADUNA,NGA019008,KACHIA,NGA019008808,KATARI,87,658,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,72,575,1,15,83
NGA019,KADUNA,NGA019009,KADUNA NORTH,NGA019009908,BADARAWA,22,200,Host Community,,,2014,KADUNA,KADUNA NORTH,1,10,80,2,,,1,12,120
NGA019,KADUNA,NGA019009,KADUNA NORTH,NGA019009911,HAYIN BANKI,12,69,Host Community,,,2014,ADAMAWA,MADAGALI,1,12,69,2,,,2,,
NGA019,KADUNA,NGA019009,KADUNA NORTH,NGA019009905,KABALA COSTAIN/ DOKI,50,516,Host Community,,,2015,KADUNA,KADUNA NORTH,2,,,2,,,1,50,516
NGA019,KADUNA,NGA019009,KADUNA NORTH,NGA019009910,KAWO,20,238,Host Community,,,2014,KADUNA,KADUNA NORTH,1,5,50,2,,,1,15,188
NGA019,KADUNA,NGA019009,KADUNA NORTH,NGA019009909,UNGUWAN DOSA,15,137,Host Community,,,2014,KADUNA,KADUNA NORTH,1,3,20,2,,,1,12,117
NGA019,KADUNA,NGA019010,KADUNA SOUTH,NGA019010002,BARNAWA,3,26,Host Community,,,2015,KADUNA,KADUNA SOUTH,2,,,2,,,1,3,26
NGA019,KADUNA,NGA019011,KAGARKO,NGA019011106,IDDAH,0,0,Host Community,,,2011,PLATEAU,SHENDAM,1,39,209,1,62,371,2,,
NGA019,KADUNA,NGA019011,KAGARKO,NGA019011104,JERE NORTH,0,0,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,36,321,2,,
NGA019,KADUNA,NGA019011,KAGARKO,NGA019011105,JERE SOUTH,0,0,Host Community,,,2011,YOBE,GUJBA,1,27,203,1,20,200,2,,
NGA019,KADUNA,NGA019011,KAGARKO,NGA019011101,KAGARKO NORTH,0,0,Host Community,,,2011,KADUNA,JABA,2,,,1,36,286,2,,
NGA019,KADUNA,NGA019011,KAGARKO,NGA019011102,KAGARKO SOUTH,0,0,Host Community,,,2011,KADUNA,JABA,2,,,1,61,472,2,,
NGA019,KADUNA,NGA019013,KAURA,NGA019013304,AGBAN,8,50,Host Community,,,2014,KADUNA,KAURA,2,,,2,,,1,8,50
NGA019,KADUNA,NGA019013,KAURA,NGA019013308,BONDON,84,400,Host Community,,,2012,KADUNA,KAURA,1,84,400,2,,,2,,
NGA019,KADUNA,NGA019013,KAURA,NGA019013309,KAURA,8,44,Host Community,,,2014,KADUNA,KAURA,2,,,2,,,1,8,44
NGA019,KADUNA,NGA019013,KAURA,NGA019013303,KPAK,3,12,Host Community,,,2014,KADUNA,KAURA,2,,,2,,,1,3,12
NGA019,KADUNA,NGA019013,KAURA,NGA019013302,KUKUM,16,101,Host Community,,,2014,KADUNA,KAURA,2,,,2,,,1,16,101
NGA019,KADUNA,NGA019013,KAURA,NGA019013307,MANCHOK,5,28,Host Community,,,2014,KADUNA,KAURA,2,,,2,,,1,5,28
NGA019,KADUNA,NGA019013,KAURA,NGA019013310,ZANKAN,6,33,Host Community,,,2012,KADUNA,KAURA,1,4,20,2,,,1,2,13
NGA019,KADUNA,NGA019014,KAURU,NGA019014406,GESHERE,3,29,Host Community,,,2011,KADUNA,KAJURU,2,,,1,3,29,2,,
NGA019,KADUNA,NGA019014,KAURU,NGA019014411,KAURU EAST,20,250,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,20,250,2,,
NGA019,KADUNA,NGA019014,KAURU,NGA019014401,KAURU WEST,30,300,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,30,300,2,,
NGA019,KADUNA,NGA019014,KAURU,NGA019014404,KWASSAM,40,800,Host Community,,,2012,KADUNA,ZANGON KATAF,2,,,1,40,800,2,,
NGA019,KADUNA,NGA019015,KUBAU,NGA019015507,ANCHAU,4,38,Host Community,,,2014,KADUNA,KUBAU,2,,,2,,,1,4,38
NGA019,KADUNA,NGA019015,KUBAU,NGA019015502,DUTSEN WAI,4,26,Host Community,,,2014,BORNO,BAYO,1,4,26,2,,,2,,
NGA019,KADUNA,NGA019015,KUBAU,NGA019015501,KUBAU,4,29,Host Community,,,2014,BORNO,BAMA,1,4,29,2,,,2,,
NGA019,KADUNA,NGA019015,KUBAU,NGA019015503,PAMBEGUA,6,58,Host Community,,,2014,KADUNA,ZANGON KATAF,2,,,1,6,58,2,,
NGA019,KADUNA,NGA019016,KUDAN,NGA019016609,KAURAN WALI NORTH,10,36,Host Community,,,2012,BORNO,BAMA,1,10,36,2,,,2,,
NGA019,KADUNA,NGA019016,KUDAN,NGA019016601,KUDAN,9,33,Host Community,,,2014,BORNO,KUKAWA,1,9,33,2,,,2,,
NGA019,KADUNA,NGA019017,LERE,NGA019017704,KAYARDA,14,114,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,2,,,1,14,114
NGA019,KADUNA,NGA019017,LERE,NGA019017705,LERE,90,1124,Host Community,,,2014,KADUNA,KAURA,2,,,1,90,1124,2,,
NGA019,KADUNA,NGA019017,LERE,NGA019017706,RAMIN KURA,70,1100,Host Community,,,2014,KADUNA,ZANGON KATAF,2,,,1,70,1100,2,,
NGA019,KADUNA,NGA019017,LERE,NGA019017701,SABON BIRNIN,67,493,Host Community,,,2014,KADUNA,ZANGON KATAF,2,,,1,67,493,2,,
NGA019,KADUNA,NGA019017,LERE,NGA019017707,SAMINAKA,50,378,Host Community,,,2014,KADUNA,ZANGON KATAF,2,,,1,50,378,2,,
NGA019,KADUNA,NGA019017,LERE,NGA019017702,YAR KASUWA,20,200,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,2,,,1,20,200
NGA019,KADUNA,NGA019018,MAKARFI,NGA019018804,DANGUZIRI,1,11,Host Community,,,2012,BORNO,JERE,1,1,11,2,,,2,,
NGA019,KADUNA,NGA019018,MAKARFI,NGA019018805,GIMI,1,7,Host Community,,,2014,BORNO,BIU,1,1,7,2,,,2,,
NGA019,KADUNA,NGA019018,MAKARFI,NGA019018808,GUBUCHI,1,11,Host Community,,,2012,BORNO,MAIDUGURI M. C.,1,1,11,2,,,2,,
NGA019,KADUNA,NGA019018,MAKARFI,NGA019018807,MAYERE,1,11,Host Community,,,2014,BORNO,NGALA,1,1,11,2,,,2,,
NGA019,KADUNA,NGA019018,MAKARFI,NGA019018802,TUDUN WADA,4,11,Host Community,,,2012,BORNO,KUKAWA,1,4,11,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019905,CHIKAJI,1,5,Host Community,,,2014,BORNO,GWOZA,1,1,5,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019909,DOGARAWA,9,52,Host Community,,,2014,BORNO,GWOZA,1,9,52,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019908,HANWA,7,33,Host Community,,,2014,BORNO,GWOZA,1,7,33,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019902,JAMA'A,5,37,Host Community,,,2014,BORNO,GWOZA,1,5,37,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019907,JUSHIN WAJE,2,13,Host Community,,,2014,BORNO,GWOZA,1,2,13,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019906,MUCHIA,3,21,Host Community,,,2014,BORNO,GWOZA,1,3,21,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019901,SAMARU,4,22,Host Community,,,2014,BORNO,GWOZA,1,4,22,2,,,2,,
NGA019,KADUNA,NGA019019,SABON GARI,NGA019019910,UNGUWAN GABAS,2,15,Host Community,,,2014,BORNO,GWOZA,1,2,15,2,,,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020007,ABORO,41,295,Host Community,,,2012,PLATEAU,RIYOM,1,1,9,1,40,286,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020010,ARAK,2,8,Host Community,,,2012,KADUNA,SANGA,2,,,1,2,8,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020003,AYU,6,59,Host Community,,,2012,KADUNA,SANGA,2,,,1,6,59,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020006,BOKANA,86,646,Host Community,,,2011,KADUNA,SANGA,1,5,36,1,81,610,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020002,FADAN KARSHI,201,1361,Host Community,,,2011,KADUNA,SANGA,1,21,135,1,180,1226,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020001,GWANTU,166,1172,Host Community,,,2012,KADUNA,SANGA,2,,,1,166,1172,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020011,NANDU,174,1034,Host Community,,,2012,KADUNA,SANGA,2,,,1,174,1034,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020004,NINZAM NORTH,12,59,Host Community,,,2014,KADUNA,SANGA,1,1,1,1,11,58,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020005,NINZAM SOUTH,22,146,Host Community,,,2014,KADUNA,SANGA,1,1,4,1,21,142,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020008,NINZAM WEST,17,96,Host Community,,,2015,YOBE,DAMATURU,1,13,75,1,4,21,2,,
NGA019,KADUNA,NGA019020,SANGA,NGA019020009,WASA STATION,3,26,Host Community,,,2012,NASARAWA,NASARAWA,2,,,1,3,26,2,,
NGA019,KADUNA,NGA019021,SOBA,NGA019021107,DAN WATA,3,29,Host Community,,,2014,KADUNA,ZANGON KATAF,2,,,1,3,29,2,,
NGA019,KADUNA,NGA019021,SOBA,NGA019021110,GARUN GWANKI,3,46,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,3,46,2,,,2,,
NGA019,KADUNA,NGA019021,SOBA,NGA019021104,KWASSALLO,9,73,Host Community,,,2014,KADUNA,SOBA,1,5,48,2,,,1,4,25
NGA019,KADUNA,NGA019021,SOBA,NGA019021105,RICHIFA,8,54,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,8,54,2,,,2,,
NGA019,KADUNA,NGA019021,SOBA,NGA019021109,SOBA,16,135,Host Community,,,2014,ZAMFARA,TSAFE,2,,,1,16,135,2,,
NGA019,KADUNA,NGA019022,ZANGON KATAF,NGA019022210,KAMURU IKULU NORTH,35,200,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,35,200,2,,
NGA019,KADUNA,NGA019022,ZANGON KATAF,NGA019022206,MADAKIYA,7,40,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,7,40,2,,
NGA019,KADUNA,NGA019022,ZANGON KATAF,NGA019022207,UNGUWAR RIMI,40,200,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,40,200,2,,
NGA019,KADUNA,NGA019022,ZANGON KATAF,NGA019022211,ZANGO URBAN,15,80,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,15,80,2,,
NGA019,KADUNA,NGA019022,ZANGON KATAF,NGA019022205,ZONKWA,110,700,Host Community,,,2011,KADUNA,ZANGON KATAF,2,,,1,93,600,1,17,100
NGA019,KADUNA,NGA019023,ZARIA,NGA019023310,DAMBO,10,67,Host Community,,,2015,KADUNA,ZARIA,2,,,1,5,30,1,5,37
NGA019,KADUNA,NGA019023,ZARIA,NGA019023312,DUTSEN ABBA,76,257,Host Community,,,2015,KADUNA,ZARIA,2,,,1,20,68,1,56,189
NGA019,KADUNA,NGA019023,ZARIA,NGA019023307,GYALLESU,80,292,Host Community,,,2015,KADUNA,ZARIA,2,,,2,,,1,80,292
NGA019,KADUNA,NGA019023,ZARIA,NGA019023305,KAURA,5,41,Host Community,,,2014,BORNO,BAMA,1,3,31,1,2,10,2,,
NGA019,KADUNA,NGA019023,ZARIA,NGA019023301,"KWARBAI ""A""",13,99,Host Community,,,2014,BORNO,BAMA,1,13,99,2,,,2,,
NGA019,KADUNA,NGA019023,ZARIA,NGA019023302,"KWARBAI ""B""",10,86,Host Community,,,2014,BORNO,BAMA,1,10,86,2,,,2,,
NGA019,KADUNA,NGA019023,ZARIA,NGA019023304,LIMANCIN-KONA,8,45,Host Community,,,2014,BORNO,BAMA,1,8,45,2,,,2,,
NGA019,KADUNA,NGA019023,ZARIA,NGA019023306,TUDUN WADA,34,166,Host Community,,,2014,KADUNA,ZARIA,1,4,16,2,,,1,30,150
NGA019,KADUNA,NGA019023,ZARIA,NGA019023309,TUKUR TUKUR,20,86,Host Community,,,2015,KADUNA,ZARIA,2,,,2,,,1,20,86
NGA019,KADUNA,NGA019023,ZARIA,NGA019023308,UNG. FATIKA,24,180,Host Community,,,2014,KADUNA,ZARIA,1,4,35,1,15,105,1,5,40
NGA019,KADUNA,NGA019023,ZARIA,NGA019023303,UNG. JUMA,10,80,Host Community,,,2015,KADUNA,ZARIA,2,,,2,,,1,10,80
NGA019,KADUNA,NGA019023,ZARIA,NGA019023311,WUCICCIRI,25,125,Host Community,,,2015,KADUNA,ZARIA,2,,,1,25,125,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001101,AJINGI,33,120,Host Community,,,2012,BORNO,KUKAWA,1,33,120,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001103,CHULA,4,11,Host Community,,,2012,BORNO,MAIDUGURI M. C.,1,4,11,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001105,DUNDUN,6,28,Host Community,,,2014,BORNO,BIU,1,6,28,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001106,GAFASA,17,120,Host Community,,,2012,BORNO,MARTE,1,17,120,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001107,GURDUBA,24,140,Host Community,,,2012,BORNO,BAMA,1,24,140,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001108,KUNKURAWA,15,58,Host Community,,,2012,BORNO,KUKAWA,1,15,58,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001109,TORANKE,23,122,Host Community,,,2012,BORNO,BAMA,1,23,122,2,,,2,,
NGA020,KANO,NGA020001,AJINGI,NGA020001110,UNGAWAR BAI,20,68,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,20,68,2,,,2,,
NGA020,KANO,NGA020003,BAGWAI,NGA020003301,BAGWAI,8,57,Host Community,,,2011,YOBE,DAMATURU,1,8,57,2,,,2,,
NGA020,KANO,NGA020003,BAGWAI,NGA020003304,GOGORI,1,5,Host Community,,,2014,YOBE,DAMATURU,1,1,5,2,,,2,,
NGA020,KANO,NGA020003,BAGWAI,NGA020003305,KIYAWA,1,13,Host Community,,,2014,YOBE,DAMATURU,1,1,13,2,,,2,,
NGA020,KANO,NGA020003,BAGWAI,NGA020003307,RIMIN DAKO,1,8,Host Community,,,2012,YOBE,DAMATURU,1,1,8,2,,,2,,
NGA020,KANO,NGA020003,BAGWAI,NGA020003310,WURO BAGGA,37,127,Host Community,,,2014,YOBE,DAMATURU,1,37,127,2,,,2,,
NGA020,KANO,NGA020004,BEBEJI,NGA020004414,WAK,12,68,Host Community,,,2014,YOBE,GUJBA,1,12,68,2,,,2,,
NGA020,KANO,NGA020005,BICHI,NGA020005502,BICHI,8,37,Host Community,,,2014,BORNO,KUKAWA,1,8,37,2,,,2,,
NGA020,KANO,NGA020007,DALA,NGA020007703,DALA,90,411,Host Community,,,2014,BORNO,GWOZA,1,55,238,2,,,1,35,173
NGA020,KANO,NGA020008,DANBATA,NGA020008801,AJUMAWA,17,119,Host Community,,,2012,BORNO,KUKAWA,1,17,119,2,,,2,,
NGA020,KANO,NGA020008,DANBATA,NGA020008804,FAGWALAWA,14,124,Host Community,,,2012,BORNO,KUKAWA,1,14,124,2,,,2,,
NGA020,KANO,NGA020008,DANBATA,NGA020008807,GWARABJAWA,16,109,Host Community,,,2014,BORNO,ABADAM,1,16,109,2,,,2,,
NGA020,KANO,NGA020009,DAWAKI KUDU,NGA020009901,DABAR KWARI,1,28,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,1,28,2,,,2,,
NGA020,KANO,NGA020009,DAWAKI KUDU,NGA020009903,DAWAKI,2,32,Host Community,,,2014,ADAMAWA,MICHIKA,1,2,32,2,,,2,,
NGA020,KANO,NGA020009,DAWAKI KUDU,NGA020009904,DAWAKIJI,11,60,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,11,60,2,,,2,,
NGA020,KANO,NGA020009,DAWAKI KUDU,NGA020009908,JIDO,1,14,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,1,14,2,,,2,,
NGA020,KANO,NGA020011,DOGUWA,NGA020011104,FALGORE,10,78,Host Community,,,2014,BORNO,KONDUGA,1,10,78,2,,,2,,
NGA020,KANO,NGA020011,DOGUWA,NGA020011107,RIRIWAI,17,129,Host Community,,,2014,BORNO,DAMBOA,1,17,129,2,,,2,,
NGA020,KANO,NGA020012,FAGGE,NGA020012201,FAGGE A,72,307,Host Community,,,2014,BORNO,GWOZA,1,72,307,2,,,2,,
NGA020,KANO,NGA020013,GABASAWA,NGA020013301,GABASAWA,400,1500,Host Community,,,2014,YOBE,GEIDAM,1,400,1500,2,,,2,,
NGA020,KANO,NGA020013,GABASAWA,NGA020013302,GARUN DANGA,3,18,Host Community,,,2014,BORNO,KUKAWA,1,3,18,2,,,2,,
NGA020,KANO,NGA020013,GABASAWA,NGA020013303,JODA,30,155,Host Community,,,2014,BORNO,MOBBAR,1,30,155,2,,,2,,
NGA020,KANO,NGA020013,GABASAWA,NGA020013310,ZAKIRAI,30,200,Host Community,,,2012,BORNO,KUKAWA,1,30,200,2,,,2,,
NGA020,KANO,NGA020016,GAYA,NGA020016602,GAYA AREWA,23,121,Host Community,,,2012,BORNO,KUKAWA,1,23,121,2,,,2,,
NGA020,KANO,NGA020016,GAYA,NGA020016603,GAYA KUDU,10,30,Host Community,,,2012,BORNO,KUKAWA,1,10,30,2,,,2,,
NGA020,KANO,NGA020017,GEZAWA,NGA020017701,BABAWA,3,10,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,3,10,2,,,2,,
NGA020,KANO,NGA020017,GEZAWA,NGA020017702,GAWO,2,14,Host Community,,,2014,ADAMAWA,HONG,1,2,14,2,,,2,,
NGA020,KANO,NGA020017,GEZAWA,NGA020017703,GEZAWA,2,15,Host Community,,,2014,ADAMAWA,MICHIKA,1,2,15,2,,,2,,
