state_pcode,state_name,lga_pcode,lga_name,ward_pcode,ward_name,estimate_hh_Ward,estimate_Ind_Ward,location_type,Location name,SSID,Year,state_orig,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind
NGA005,BAUCHI,NGA005012,KATAGUM,NGA005012206,RAGWAM/MAGONSHI,22,123,Host Community,,,2014,BORNO,KUKAWA,1,22,123,2,,,2,,
NGA005,BAUCHI,NGA005012,KATAGUM,NGA005012201,TSAKUWA KOFAR GABAS/ KOFAR KUKA,54,293,Host Community,,,2012,BORNO,KUKAWA,1,48,278,1,6,15,2,,
NGA005,BAUCHI,NGA005012,KATAGUM,NGA005012210,YAYU,24,158,Host Community,,,2014,YOBE,GUJBA,1,24,158,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013301,BADARA,7,51,Host Community,,,2012,TARABA,WUKARI,1,7,51,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013302,BARA,13,127,Host Community,,,2011,YOBE,GUJBA,1,13,127,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013303,"BENI ""A""",15,80,Host Community,,,2012,TARABA,IBI,1,3,13,1,12,67,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013304,"BENI ""B""",9,61,Host Community,,,2014,YOBE,GUJBA,1,9,61,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013305,DEWU CENTRAL,7,58,Host Community,,,2014,BORNO,ASKIRA / UBA,1,7,58,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013306,DEWU EAST,3,21,Host Community,,,2014,TARABA,IBI,2,,,1,3,21,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013308,SHANGO,6,58,Host Community,,,2011,PLATEAU,SHENDAM,2,,,1,6,58,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013309,TUBULE,8,51,Host Community,,,2014,BORNO,DAMBOA,1,8,51,2,,,2,,
NGA005,BAUCHI,NGA005013,KIRFI,NGA005013310,WANKA,14,114,Host Community,,,2014,BORNO,DAMBOA,1,14,114,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014405,AJILIN/GUGULIN,27,127,Host Community,,,2014,BORNO,BAMA,1,27,127,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014402,BETI,36,135,Host Community,,,2012,BORNO,KUKAWA,1,36,135,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014410,GWARAM,20,101,Host Community,,,2014,BORNO,BAMA,1,20,101,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014407,HARDAWA,33,192,Host Community,,,2014,BORNO,KUKAWA,1,33,192,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014403,JARKASA,27,117,Host Community,,,2014,YOBE,DAMATURU,1,27,117,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014404,KUKADI/GUNDARI,206,840,Host Community,,,2012,BORNO,KUKAWA,1,206,840,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014408,SARMA/AKUYAM,73,316,Host Community,,,2012,YOBE,GUJBA,1,73,316,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014409,SIRKO,21,103,Host Community,,,2014,YOBE,DAMATURU,1,21,103,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014406,TOFU,37,153,Host Community,,,2012,YOBE,DAMATURU,1,37,153,2,,,2,,
NGA005,BAUCHI,NGA005014,MISAU,NGA005014401,ZADAWA,35,144,Host Community,,,2012,YOBE,DAMATURU,1,35,144,2,,,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015505,BALMA,5,30,Host Community,,,2012,ZAMFARA,BIRNIN MAGAJI,1,2,10,1,3,20,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015510,BASHE,15,109,Host Community,,,2012,YOBE,DAMATURU,1,13,95,1,2,14,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015508,BURRA / KYATA,55,441,Host Community,,,2011,BORNO,KUKAWA,1,30,286,1,25,155,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015502,DINGIS,37,246,Host Community,,,2011,YOBE,DAMATURU,1,23,148,1,14,98,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015504,JANGU,27,116,Host Community,,,2012,ADAMAWA,MUBI NORTH,1,27,116,2,,,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015506,KUDU / YAMMA,102,835,Host Community,,,2011,PLATEAU,JOS NORTH,1,43,362,1,59,473,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015511,KURMI,86,750,Host Community,,,2011,BORNO,DAMBOA,1,35,213,1,51,537,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015503,NASARU,113,920,Host Community,,,2011,BORNO,MAIDUGURI M. C.,1,113,920,2,,,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015501,NINGI,40,261,Host Community,,,2011,PLATEAU,JOS NORTH,1,16,86,1,24,175,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015509,SAMA,27,94,Host Community,,,2014,KATSINA,KURFI,1,2,12,1,25,82,2,,
NGA005,BAUCHI,NGA005015,NINGI,NGA005015507,TIFFI / GUDA,37,237,Host Community,,,2011,BORNO,KUKAWA,1,28,182,1,9,55,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016601,ANDUBUN,25,171,Host Community,,,2014,TARABA,WUKARI,1,5,26,1,20,145,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016606,BELI/GAGIDABA,50,290,Host Community,,,2015,BORNO,MONGUNO,1,50,290,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016603,BUKUL/BANGIRE,10,52,Host Community,,,2014,TARABA,WUKARI,2,,,1,10,52,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016604,DISINA,23,172,Host Community,,,2014,BORNO,KUKAWA,1,23,172,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016605,FAGGO,65,369,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,65,369,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016607,KILBORI,10,39,Host Community,,,2014,TARABA,WUKARI,1,3,11,1,7,28,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016602,SAMBUWAL,17,97,Host Community,,,2014,BORNO,KUKAWA,1,17,97,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016608,SHIRA,110,820,Host Community,,,2014,BORNO,BAMA,1,98,744,1,12,76,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016609,TSAFI,15,105,Host Community,,,2014,YOBE,GUJBA,1,15,105,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016610,TUMFAFI,6,27,Host Community,,,2014,BORNO,KONDUGA,1,6,27,2,,,2,,
NGA005,BAUCHI,NGA005016,SHIRA,NGA005016611,ZUBO,2,19,Host Community,,,2014,BORNO,GUBIO,1,2,19,2,,,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017707,BALL,157,683,Host Community,,,2011,PLATEAU,SHENDAM,2,,,1,157,683,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017708,BULA,213,1508,Host Community,,,2011,BAUCHI,TAFAWA BALEWA,2,,,1,213,1508,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017711,BUNUNU,417,2915,Host Community,,,2011,BAUCHI,TAFAWA BALEWA,2,,,1,417,2915,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017709,DAJIN,215,928,Host Community,,,2011,BAUCHI,TAFAWA BALEWA,2,,,1,215,928,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017701,"KARDAM ""A""",174,880,Host Community,,,2011,BAUCHI,TAFAWA BALEWA,2,,,1,174,880,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017702,"KARDAM ""B""",538,2706,Host Community,,,2012,PLATEAU,JOS EAST,2,,,1,835,4191,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017704,LERE  SOUTH,178,1561,Host Community,,,2011,PLATEAU,SHENDAM,1,66,662,1,112,899,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017703,LERE NORTH,66,477,Host Community,,,2014,PLATEAU,BARIKIN LADI,2,,,1,66,477,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017705,TAPSHIN,96,718,Host Community,,,2012,NASARAWA,LAFIA,2,,,1,96,718,2,,
NGA005,BAUCHI,NGA005017,TAFAWA BALEWA,NGA005017706,WAI,246,1482,Host Community,,,2011,BORNO,BAMA,1,153,921,1,93,561,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018806,JAMA'A / ZARANDA,244,1299,Host Community,,,2011,PLATEAU,JOS SOUTH,2,,,1,244,1299,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018804,MARA / PALAMA,89,690,Host Community,,,2012,PLATEAU,BARIKIN LADI,2,,,1,89,690,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018811,RAHAMA,145,998,Host Community,,,2012,PLATEAU,BASSA,1,145,998,2,,,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018803,RIBINA,97,684,Host Community,,,2012,PLATEAU,JOS SOUTH,1,97,684,2,,,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018802,TILDEN FULANI,275,2189,Host Community,,,2012,PLATEAU,JOS SOUTH,1,162,1300,1,113,889,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018801,TORO / TULAI,592,2950,Host Community,,,2012,PLATEAU,JOS SOUTH,1,592,2950,2,,,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018808,WONU,23,123,Host Community,,,2012,KADUNA,SANGA,2,,,1,23,123,2,,
NGA005,BAUCHI,NGA005018,TORO,NGA005018809,ZALAU / RISHI,158,799,Host Community,,,2012,PLATEAU,SHENDAM,1,158,799,2,,,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019902,BAIMA  SOUTH/EAST,18,108,Host Community,,,2012,TARABA,GASSOL,2,,,1,18,108,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019901,BAIMA NORTH / WEST,32,230,Host Community,,,2014,BORNO,KUKAWA,1,21,181,1,11,49,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019903,DAGU EAST,39,392,Host Community,,,2014,YOBE,POTISKUM,1,39,392,2,,,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019904,DAGU WEST,19,147,Host Community,,,2014,YOBE,DAMATURU,1,19,147,2,,,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019905,GABANGA,4,17,Host Community,,,2015,BORNO,ABADAM,1,4,17,2,,,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019906,KATANGA,12,93,Host Community,,,2014,YOBE,DAMATURU,1,12,93,2,,,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019908,TIYIN,12,87,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,7,62,1,5,25,2,,
NGA005,BAUCHI,NGA005019,WARJI,NGA005019910,TUDUN WADA WEST,16,72,Host Community,,,2015,BORNO,DAMBOA,1,16,72,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020009,ALANGAWARI / KAFIN / LARABAWA,62,443,Host Community,,,2014,BORNO,KUKAWA,1,62,443,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020001,BURSALI,62,342,Host Community,,,2014,YOBE,GUJBA,1,62,342,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020006,GUMAI,6,35,Host Community,,,2014,BORNO,KUKAWA,1,6,35,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020002,KATAGUM,34,209,Host Community,,,2014,BORNO,KUKAWA,1,34,209,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020011,MAINAKO,65,431,Host Community,,,2014,BORNO,KUKAWA,1,65,431,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020010,MAIWA,75,394,Host Community,,,2014,BORNO,KUKAWA,1,75,394,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020004,MAKAWA,6,27,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,6,27,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020008,MURMUR  SOUTH,17,68,Host Community,,,2014,BORNO,KUKAWA,1,17,68,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020007,MURMUR NORTH,10,50,Host Community,,,2014,BORNO,KUKAWA,1,10,50,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020005,SAKWA,35,138,Host Community,,,2014,BORNO,ABADAM,1,35,138,2,,,2,,
NGA005,BAUCHI,NGA005020,ZAKI,NGA005020003,TASHENA / GADAI,7,26,Host Community,,,2014,BORNO,KUKAWA,1,7,26,2,,,2,,
NGA007,BENUE,NGA007001,ADO,NGA007001103,EKILE,35,280,Host Community,,,2015,BENUE,ADO,2,,,2,,,1,35,280
NGA007,BENUE,NGA007001,ADO,NGA007001108,ROYONGO,320,2527,Host Community,,,2014,BENUE,ADO,2,,,1,320,2527,2,,
NGA007,BENUE,NGA007002,AGATU,NGA007002201,EGBA,168,2020,Host Community,,,2015,BENUE,AGATU,2,,,1,162,1942,1,6,78
NGA007,BENUE,NGA007002,AGATU,NGA007002203,OBAGAJI,108,1304,Host Community,,,2015,BENUE,AGATU,2,,,1,104,1281,1,4,23
NGA007,BENUE,NGA007002,AGATU,NGA007002206,OGWULE-KADUNA,82,978,Host Community,,,2015,BENUE,AGATU,2,,,1,82,978,2,,
NGA007,BENUE,NGA007002,AGATU,NGA007002208,OKOKOLO,56,771,Host Community,,,2015,BENUE,AGATU,2,,,1,51,714,1,5,57
NGA007,BENUE,NGA007002,AGATU,NGA007002210,USHA,104,1255,Host Community,,,2015,BENUE,AGATU,2,,,1,102,1237,1,2,18
NGA007,BENUE,NGA007003,APA,NGA007003301,AKPETE/OJANTELLE,103,668,Host Community,,,2012,BENUE,APA,2,,,2,,,1,103,668
NGA007,BENUE,NGA007003,APA,NGA007003302,AUKE,71,424,Host Community,,,2012,BENUE,APA,2,,,1,71,424,2,,
NGA007,BENUE,NGA007003,APA,NGA007003305,IGAH-OKPAYA,98,900,Host Community,,,2012,BENUE,APA,2,,,1,98,900,2,,
NGA007,BENUE,NGA007003,APA,NGA007003307,IKOBI,95,555,Host Community,,,2012,BENUE,APA,2,,,2,,,1,95,555
NGA007,BENUE,NGA007003,APA,NGA007003311,UGBOKPO,135,775,Host Community,,,2012,BENUE,APA,2,,,1,135,775,2,,
NGA007,BENUE,NGA007004,BURUKU,NGA007004401,BINEV,97,600,Host Community,,,2014,TARABA,BALI,2,,,1,97,600,2,,
NGA007,BENUE,NGA007004,BURUKU,NGA007004405,MBAAPEN,2,10,Host Community,,,2015,TARABA,WUKARI,2,,,1,2,10,2,,
NGA007,BENUE,NGA007004,BURUKU,NGA007004406,MBAATIRKYAA,130,1175,Host Community,,,2014,TARABA,BALI,2,,,1,130,1175,2,,
NGA007,BENUE,NGA007004,BURUKU,NGA007004413,SHOROV,39,330,Host Community,,,2014,TARABA,IBI,2,,,1,39,330,2,,
NGA007,BENUE,NGA007005,GBOKO,NGA007005502,GBOKO EAST,35,275,Host Community,,,2014,BENUE,GBOKO,2,,,1,35,275,2,,
NGA007,BENUE,NGA007005,GBOKO,NGA007005503,GBOKO NORTH WEST,125,1557,Host Community,,,2014,BENUE,GBOKO,2,,,2,,,1,125,1557
NGA007,BENUE,NGA007007,GWER EAST,NGA007007702,ALIADE TOWN,9,90,Host Community,,,2014,NASARAWA,DOMA,2,,,1,9,90,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007704,IKYOGBAJIR,2,10,Host Community,,,2012,NASARAWA,LAFIA,2,,,1,2,10,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007705,IKYONOV,2,16,Host Community,,,2012,NASARAWA,KEANA,2,,,1,2,16,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007709,MBAIKYAAN,1,6,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,1,6,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007710,MBALOM,8,58,Host Community,,,2014,BENUE,GUMA,2,,,1,8,58,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007711,MBASOMBO,53,424,Host Community,,,2012,BENUE,GUMA,2,,,1,53,424,2,,
NGA007,BENUE,NGA007007,GWER EAST,NGA007007713,SHOUGH,8,51,Host Community,,,2014,TARABA,GASSOL,2,,,1,8,51,2,,
NGA007,BENUE,NGA007008,GWER WEST,NGA007008804,IKYAGHEV,43,212,Host Community,,,2012,BENUE,GWER WEST,2,,,2,,,1,43,212
NGA007,BENUE,NGA007008,GWER WEST,NGA007008810,MERKYEN,46,210,Host Community,,,2012,BENUE,GWER WEST,2,,,1,46,210,2,,
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009901,IKURAV TIEV I,28,229,Host Community,,,2014,BENUE,KATSINA-ALA,2,,,1,28,229,2,,
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009902,IKURAV TIEV II,30,206,Host Community,,,2014,BENUE,KATSINA-ALA,2,,,1,30,206,2,,
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009905,MBACHER,49,441,Host Community,,,2014,BENUE,KATSINA-ALA,2,,,1,49,441,2,,
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009906,MBAJIR,28,232,Host Community,,,2014,BENUE,KATSINA-ALA,2,,,1,28,232,2,,
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009908,MBAYONGO,166,1445,Host Community,,,2012,BENUE,KATSINA-ALA,2,,,1,124,1235,1,42,210
NGA007,BENUE,NGA007009,KATSINA-ALA,NGA007009912,YOOYO,651,4557,Host Community,,,2012,BENUE,KATSINA-ALA,2,,,1,417,3590,1,234,967
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010001,IKYURAV/MBATWER,20,120,Host Community,,,2012,TARABA,IBI,2,,,1,15,90,1,5,30
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010002,MBAGUSA/MBATSER,12,96,Host Community,,,2012,TARABA,IBI,2,,,1,12,96,2,,
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010003,MBAIKYASE,25,150,Host Community,,,2012,TARABA,IBI,2,,,1,25,150,2,,
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010006,MBANOR,12,60,Host Community,,,2011,TARABA,IBI,1,2,13,1,10,47,2,,
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010007,MBATSEN,30,150,Host Community,,,2012,TARABA,IBI,2,,,1,27,138,1,3,12
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010008,MBAVOA,20,80,Host Community,,,2015,BENUE,KONSHISHA,2,,,2,,,1,20,80
NGA007,BENUE,NGA007010,KONSHISHA,NGA007010011,TSE-AGBERAGBA,10,62,Host Community,,,2015,BENUE,KONSHISHA,2,,,2,,,1,10,62
NGA007,BENUE,NGA007011,KWANDE,NGA007011105,MBADURA,25,280,Host Community,,,2014,BENUE,KWANDE,2,,,1,25,280,2,,
NGA007,BENUE,NGA007011,KWANDE,NGA007011107,MBAIKYOR,25,380,Host Community,,,2014,BENUE,KWANDE,2,,,1,25,380,2,,
NGA007,BENUE,NGA007011,KWANDE,NGA007011111,MOON,120,2000,Host Community,,,2014,BENUE,KWANDE,2,,,1,120,2000,2,,
NGA007,BENUE,NGA007011,KWANDE,NGA007011115,YAAV,25,470,Host Community,,,2014,BENUE,KWANDE,2,,,1,25,470,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012201,MBADYUL,130,1500,Host Community,,,2012,TARABA,IBI,2,,,1,130,1500,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012203,MBATER,238,2354,Host Community,,,2012,TARABA,IBI,2,,,1,238,2354,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012205,MBAVUUR,314,3400,Host Community,,,2012,TARABA,IBI,2,,,1,314,3400,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012204,MBAYAM,139,1532,Host Community,,,2012,TARABA,IBI,2,,,1,139,1532,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012206,NENZEV,251,2500,Host Community,,,2012,TARABA,IBI,2,,,1,251,2500,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012208,TURAN,154,1825,Host Community,,,2012,TARABA,IBI,2,,,1,154,1825,2,,
NGA007,BENUE,NGA007012,LOGO,NGA007012210,YONOV,233,2164,Host Community,,,2012,TARABA,IBI,2,,,1,233,2164,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013301,AGAN,232,1765,Host Community,,,2012,BENUE,MAKURDI,2,,,1,272,2204,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013302,ANKPA/WADATA,140,1100,Host Community,,,2012,BENUE,MAKURDI,2,,,1,96,771,1,44,329
NGA007,BENUE,NGA007013,MAKURDI,NGA007013303,BAR,33,213,Host Community,,,2011,BENUE,GUMA,2,,,1,33,213,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013304,CENTRAL/SOUTH MISSION,132,1060,Host Community,,,2012,BENUE,MAKURDI,2,,,1,132,1060,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013305,CLERKS/MARKET,297,2423,Host Community,,,2012,BENUE,MAKURDI,2,,,1,297,2423,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013306,FILDI,244,1510,Host Community,,,2012,BENUE,MAKURDI,2,,,1,244,1510,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013309,NORTH BANK I,191,1607,Host Community,,,2012,BENUE,MAKURDI,2,,,1,191,1607,2,,
NGA007,BENUE,NGA007013,MAKURDI,NGA007013310,NORTH BANK II,244,2032,Host Community,,,2012,BENUE,MAKURDI,2,,,1,244,2032,2,,
NGA007,BENUE,NGA007014,OBI,NGA007014401,ADIKO,89,738,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,89,738
NGA007,BENUE,NGA007014,OBI,NGA007014402,ADUM WEST,296,887,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,296,887
NGA007,BENUE,NGA007014,OBI,NGA007014405,ITOGO,176,528,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,176,528
NGA007,BENUE,NGA007014,OBI,NGA007014406,OBARIKE,139,664,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,139,664
NGA007,BENUE,NGA007014,OBI,NGA007014407,OBEKO,109,651,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,109,651
NGA007,BENUE,NGA007014,OBI,NGA007014408,ODIAPA,37,317,Host Community,,,2012,BENUE,OBI,2,,,1,16,128,1,21,189
NGA007,BENUE,NGA007014,OBI,NGA007014409,OGORE,114,912,Host Community,,,2012,BENUE,OBI,2,,,2,,,1,114,912
NGA007,BENUE,NGA007014,OBI,NGA007014410,OKPOKWU,250,885,Host Community,,,2012,BENUE,OBI,2,,,1,104,379,1,146,506
NGA007,BENUE,NGA007017,OHIMINI,NGA007017701,AGADAGBA,81,477,Host Community,,,2012,BENUE,OHIMINI,2,,,2,,,1,81,477
NGA007,BENUE,NGA007017,OHIMINI,NGA007017705,IDEKPA,127,670,Host Community,,,2012,BENUE,OHIMINI,2,,,2,,,1,127,670
NGA007,BENUE,NGA007017,OHIMINI,NGA007017707,OGLEWU EHAJE,119,645,Host Community,,,2012,BENUE,OHIMINI,2,,,2,,,1,119,645
NGA007,BENUE,NGA007017,OHIMINI,NGA007017708,OGLEWU ICHO,169,729,Host Community,,,2012,BENUE,OHIMINI,2,,,1,67,201,1,102,528
NGA007,BENUE,NGA007017,OHIMINI,NGA007017709,ONYAGEDE-EHAJE (ALLE),92,328,Host Community,,,2012,BENUE,OHIMINI,2,,,2,,,1,92,328
NGA007,BENUE,NGA007016,OJU,NGA007016601,ADOKPA,101,505,Host Community,,,2012,BENUE,OJU,2,,,2,,,1,101,505
NGA007,BENUE,NGA007016,OJU,NGA007016603,IBILLA,920,3790,Host Community,,,2012,BENUE,OJU,2,,,2,,,1,920,3790
NGA007,BENUE,NGA007016,OJU,NGA007016605,IYECHE,250,950,Host Community,,,2012,BENUE,OJU,2,,,2,,,1,250,950
NGA007,BENUE,NGA007016,OJU,NGA007016607,OJU,72,305,Host Community,,,2012,BENUE,OJU,2,,,2,,,1,72,305
NGA007,BENUE,NGA007019,OTUKPO,NGA007019902,ADOKA-HAJE,120,360,Host Community,,,2012,BENUE,OTUKPO,2,,,2,,,1,120,360
NGA007,BENUE,NGA007019,OTUKPO,NGA007019901,ADOKA-ICHO,48,144,Host Community,,,2012,BENUE,OTUKPO,2,,,2,,,1,48,144
NGA007,BENUE,NGA007019,OTUKPO,NGA007019908,OTUKPO TOWN CENTRAL,133,266,Host Community,,,2012,BENUE,OTUKPO,2,,,2,,,1,133,266
NGA007,BENUE,NGA007019,OTUKPO,NGA007019912,UGBOJU-ICHO,32,96,Host Community,,,2012,BENUE,OTUKPO,2,,,2,,,1,32,96
NGA007,BENUE,NGA007019,OTUKPO,NGA007019913,UGBOJU-OTAHE,60,180,Host Community,,,2012,BENUE,OTUKPO,2,,,2,,,1,60,180
NGA007,BENUE,NGA007020,TARKA,NGA007020001,MBAAJIR AKAA,8,45,Host Community,,,2014,TARABA,WUKARI,2,,,1,8,45,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020002,MBAAYO,5,27,Host Community,,,2014,TARABA,BALI,2,,,1,5,27,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020003,MBACHAVER IKYONDO,8,48,Host Community,,,2014,TARABA,WUKARI,2,,,1,8,48,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020005,MBAIKYAA,5,30,Host Community,,,2014,TARABA,GASSOL,2,,,1,5,30,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020006,MBAIKYO/MBAYIA,23,120,Host Community,,,2015,BENUE,BURUKU,2,,,1,23,120,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020007,MBAKWAKEM,3,18,Host Community,,,2015,TARABA,BALI,2,,,1,3,18,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020008,MBANYAGBER,11,67,Host Community,,,2014,TARABA,WUKARI,2,,,1,11,67,2,,
NGA007,BENUE,NGA007020,TARKA,NGA007020009,SHITILE,8,46,Host Community,,,2014,BENUE,BURUKU,2,,,1,8,46,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021101,ATERAYANGE,68,500,Host Community,,,2012,TARABA,IBI,2,,,1,68,500,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021102,AZENDESHI,123,1787,Host Community,,,2012,TARABA,IBI,2,,,1,123,1787,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021103,BORIKYO,134,1587,Host Community,,,2012,TARABA,IBI,2,,,1,134,1587,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021104,ITYULUV,87,945,Host Community,,,2012,TARABA,IBI,2,,,1,87,945,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021107,LUMBUV,183,1725,Host Community,,,2012,TARABA,DONGA,2,,,1,183,1725,2,,
